Date,Close/Last,Volume,Open,High,Low
07/24/2025,$714.80,10920840,$717.05,$723.6239,$714.00
07/23/2025,$713.58,8771615,$706.365,$714.6285,$704.93
07/22/2025,$704.81,8921064,$716.19,$716.60,$701.41
07/21/2025,$712.965,9404391,$706.80,$717.00,$705.76
07/18/2025,$704.28,12779750,$702.19,$704.71,$691.65
07/17/2025,$701.41,11803260,$704.39,$705.90,$697.105
07/16/2025,$702.91,13067630,$713.37,$713.97,$699.2701
07/15/2025,$710.39,11529510,$723.90,$724.4716,$709.82
07/14/2025,$720.92,8939399,$717.60,$728.00,$716.547
07/11/2025,$717.51,10873880,$722.495,$725.16,$709.70
07/10/2025,$727.24,9922249,$731.55,$735.7999,$719.60
07/09/2025,$732.78,11417960,$722.715,$737.53,$722.715
07/08/2025,$720.67,7770693,$721.57,$722.9099,$714.81
07/07/2025,$718.35,9457080,$717.60,$727.00,$713.51
07/03/2025,$719.01,8601653,$726.61,$729.03,$714.42
07/02/2025,$713.57,9336740,$715.325,$720.30,$712.80
07/01/2025,$719.22,13431250,$736.875,$737.7499,$715.37
06/30/2025,$738.09,15402110,$744.55,$747.90,$734.25
06/27/2025,$733.63,18775740,$726.515,$735.43,$725.86
06/26/2025,$726.09,13964790,$714.355,$728.22,$711.05
06/25/2025,$708.68,9320436,$713.315,$716.58,$705.38
06/24/2025,$712.20,13823180,$704.885,$713.19,$702.11
06/23/2025,$698.53,11080060,$683.69,$699.05,$678.75
06/20/2025,$682.35,22538640,$700.75,$701.8197,$678.67
06/18/2025,$695.77,10068260,$698.18,$701.59,$694.90
06/17/2025,$697.23,10066110,$702.00,$705.97,$696.06
06/16/2025,$702.12,13720290,$699.33,$707.15,$693.5103
06/13/2025,$682.87,9274441,$687.95,$694.57,$681.01
06/12/2025,$693.36,7322730,$693.30,$695.38,$687.00
06/11/2025,$694.14,9582508,$703.705,$708.8707,$691.99
06/10/2025,$702.40,10850150,$701.345,$703.23,$691.56
06/09/2025,$694.06,12773220,$698.46,$705.19,$693.94
06/06/2025,$697.71,11727960,$696.17,$702.806,$691.87
06/05/2025,$684.62,13120340,$691.66,$694.38,$682.25
06/04/2025,$687.95,14031930,$669.32,$689.00,$668.57
06/03/2025,$666.85,11585030,$671.445,$675.58,$665.03
06/02/2025,$670.90,15766260,$644.39,$673.26,$644.2616
05/30/2025,$647.49,16240950,$642.50,$649.4099,$632.78
05/29/2025,$645.05,8883436,$651.645,$653.32,$639.50
05/28/2025,$643.58,9042874,$642.60,$650.88,$642.5472
05/27/2025,$642.32,9508367,$635.41,$643.08,$632.75
05/23/2025,$627.06,8454067,$624.00,$632.445,$622.65
05/22/2025,$636.57,8228443,$634.05,$643.25,$630.71
05/21/2025,$635.50,11464570,$631.79,$646.61,$630.17
05/20/2025,$637.10,6743473,$636.01,$639.3536,$632.26
05/19/2025,$640.43,9592374,$628.25,$643.00,$627.80
05/16/2025,$640.34,18518970,$637.955,$640.44,$626.15
05/15/2025,$643.88,14341840,$654.275,$657.31,$638.58
05/14/2025,$659.36,12348180,$661.21,$662.67,$654.31
05/13/2025,$656.03,18570820,$645.545,$660.92,$642.83
05/12/2025,$639.43,21965090,$630.92,$640.3896,$621.03
05/09/2025,$592.49,10427290,$603.72,$606.97,$591.7062
05/08/2025,$598.01,14622810,$606.285,$611.2959,$596.62
05/07/2025,$596.81,13160980,$590.36,$603.075,$586.67
05/06/2025,$587.31,10600650,$592.525,$596.03,$586.58
05/05/2025,$599.27,13887720,$591.22,$603.21,$588.05
05/02/2025,$597.02,24739260,$583.455,$604.34,$578.33
05/01/2025,$572.21,31159030,$592.075,$592.95,$570.50
04/30/2025,$549.00,29243970,$538.40,$549.10,$529.50
04/29/2025,$554.44,11835040,$546.00,$556.5699,$544.12
04/28/2025,$549.74,15179000,$555.64,$558.4899,$540.59
04/25/2025,$547.27,17098920,$546.80,$549.86,$536.25
04/24/2025,$533.15,13910010,$518.73,$533.90,$517.50
04/23/2025,$520.27,18173910,$528.525,$535.3376,$516.52
04/22/2025,$500.28,17399410,$491.87,$506.88,$486.36
04/21/2025,$484.66,16165980,$491.325,$493.50,$479.80
04/17/2025,$501.48,14593510,$505.25,$507.30,$498.0133
04/16/2025,$502.31,18735080,$508.51,$513.37,$495.63
04/15/2025,$521.52,15558660,$532.105,$537.94,$517.50
04/14/2025,$531.48,14130930,$556.175,$557.77,$528.28
04/11/2025,$543.57,17642330,$535.505,$547.40,$528.5901
04/10/2025,$546.29,28173490,$575.49,$581.30,$535.30
04/09/2025,$585.77,39216580,$509.265,$587.89,$502.11
04/08/2025,$510.45,28034210,$543.25,$547.43,$502.86
04/07/2025,$516.25,36606140,$485.10,$539.37,$481.90
04/04/2025,$504.73,38589810,$506.62,$518.00,$494.20
04/03/2025,$531.62,34777460,$546.22,$552.5596,$530.30
04/02/2025,$583.93,13470780,$574.91,$592.66,$573.36
04/01/2025,$586.00,12836570,$570.84,$589.91,$570.00
03/31/2025,$576.36,21124680,$563.50,$578.70,$553.30
03/28/2025,$576.74,17602820,$600.31,$601.75,$573.92
03/27/2025,$602.58,10436520,$602.00,$614.25,$600.10
03/26/2025,$610.98,12661890,$624.89,$626.7499,$606.61
03/25/2025,$626.31,15312540,$626.76,$633.88,$621.18
03/24/2025,$618.85,15741270,$614.97,$622.54,$612.2001
03/21/2025,$596.25,25015860,$583.425,$597.545,$580.95
03/20/2025,$586.00,24336510,$582.755,$610.20,$579.51
03/19/2025,$584.06,20537500,$584.28,$592.3223,$574.77
03/18/2025,$582.36,20297710,$600.05,$600.25,$574.66
03/17/2025,$604.90,15473910,$607.46,$613.10,$598.00
03/14/2025,$607.60,12364510,$602.805,$608.86,$594.78
03/13/2025,$590.64,16480320,$620.245,$620.50,$586.51
03/12/2025,$619.56,15746970,$629.90,$633.33,$609.35
03/11/2025,$605.71,17401470,$595.055,$614.934,$593.33
03/10/2025,$597.99,21999940,$608.07,$610.1059,$586.8701
03/07/2025,$625.66,21375670,$625.37,$634.79,$600.61
03/06/2025,$627.93,13446450,$648.00,$650.5625,$624.11
03/05/2025,$656.47,13770030,$641.00,$659.50,$637.66
03/04/2025,$640.00,21495210,$645.51,$649.75,$623.65
03/03/2025,$655.05,10843760,$673.675,$681.25,$650.8439
02/28/2025,$668.20,17534170,$658.04,$669.63,$642.6017
02/27/2025,$658.24,12500010,$682.45,$688.6469,$657.57
02/26/2025,$673.70,14488710,$659.65,$683.0078,$658.00
02/25/2025,$657.50,20579660,$665.972,$668.00,$641.86
02/24/2025,$668.13,15676990,$686.28,$687.27,$662.45
02/21/2025,$683.55,15660360,$696.58,$703.87,$682.36
02/20/2025,$694.84,12587410,$697.275,$705.63,$693.64
02/19/2025,$703.77,17535480,$704.095,$707.00,$695.39
02/18/2025,$716.37,21938700,$736.00,$737.00,$706.44
02/14/2025,$736.67,16901250,$726.14,$740.91,$725.62
02/13/2025,$728.56,12569060,$721.52,$729.00,$718.04
02/12/2025,$725.38,12016520,$715.30,$727.10,$712.60
02/11/2025,$719.80,12997960,$713.32,$723.66,$710.04
02/10/2025,$717.40,12904320,$718.56,$721.20,$711.33
02/07/2025,$714.52,16427070,$716.795,$725.01,$711.75
02/06/2025,$711.99,13080690,$705.88,$718.90,$703.50
02/05/2025,$704.87,17793770,$703.55,$718.14,$699.01
02/04/2025,$704.19,13826270,$702.50,$707.71,$691.61
02/03/2025,$697.46,21415740,$675.91,$704.00,$675.25
01/31/2025,$689.18,19331660,$691.00,$705.2999,$685.58
01/30/2025,$687.00,29322900,$696.82,$710.79,$676.10
01/29/2025,$676.49,21377820,$675.00,$681.0459,$665.67
01/28/2025,$674.33,20950110,$666.00,$682.58,$659.465
01/27/2025,$659.88,28399190,$626.61,$663.87,$625.10
01/24/2025,$647.49,19065330,$636.40,$652.00,$634.20
01/23/2025,$636.45,9910163,$627.36,$636.60,$621.15
01/22/2025,$623.50,12274010,$623.30,$633.70,$619.435
01/21/2025,$616.46,11674020,$617.825,$621.50,$609.0082
01/17/2025,$612.77,17280600,$624.05,$624.97,$603.67
01/16/2025,$611.30,8355349,$611.50,$616.25,$609.71
01/15/2025,$617.12,15524300,$610.21,$622.46,$606.50
01/14/2025,$594.25,13597990,$605.065,$605.49,$588.55
01/13/2025,$608.33,10785030,$607.10,$608.97,$598.445
01/10/2025,$615.86,19256560,$610.03,$629.91,$597.34
01/08/2025,$610.72,10085850,$613.395,$616.4397,$602.79
01/07/2025,$617.89,12071480,$631.70,$632.1011,$608.23
01/06/2025,$630.20,14560750,$611.825,$630.99,$605.62
01/03/2025,$604.63,11436780,$604.76,$609.50,$596.4136
01/02/2025,$599.24,12682270,$589.72,$604.91,$587.82
12/31/2024,$585.51,6019520,$592.265,$593.97,$583.85
12/30/2024,$591.24,7025864,$588.75,$596.9399,$585.58
12/27/2024,$599.81,8084229,$599.41,$601.85,$589.80
12/26/2024,$603.35,6091239,$605.48,$606.30,$598.94
12/24/2024,$607.75,4726056,$602.715,$607.99,$599.2849
12/23/2024,$599.85,10205750,$589.60,$601.09,$586.25
12/20/2024,$585.25,48989390,$590.58,$603.11,$580.00
12/19/2024,$595.57,14958080,$610.39,$611.52,$595.00
12/18/2024,$597.19,17075480,$621.00,$627.36,$596.32
12/17/2024,$619.44,12897840,$626.17,$632.37,$616.54
12/16/2024,$624.24,10885630,$629.975,$631.15,$618.58
12/13/2024,$620.35,8453349,$627.22,$631.08,$616.886
12/12/2024,$630.79,7474717,$631.50,$636.6599,$627.2094
12/11/2024,$632.68,10837230,$623.37,$638.40,$621.5349
12/10/2024,$619.32,10938850,$617.56,$625.59,$612.74
12/09/2024,$613.57,11426020,$623.925,$626.40,$606.1701
12/06/2024,$623.77,16935500,$610.10,$629.7899,$608.53
12/05/2024,$608.93,8081212,$617.075,$619.90,$607.05
12/04/2024,$613.78,14697010,$612.96,$617.78,$605.10
12/03/2024,$613.65,14907160,$595.00,$614.20,$591.2501
12/02/2024,$592.83,12522370,$577.50,$594.50,$575.57
11/29/2024,$574.32,7130519,$569.00,$578.46,$566.90
11/27/2024,$569.20,7200228,$574.89,$574.98,$564.1001
11/26/2024,$573.54,10356550,$566.00,$577.50,$565.20
11/25/2024,$565.11,13599830,$562.10,$572.5915,$556.39
11/22/2024,$559.14,9164004,$563.55,$563.8273,$554.59
11/21/2024,$563.09,11154750,$569.52,$570.00,$549.05
11/20/2024,$565.52,9797339,$562.93,$566.3499,$554.2001
11/19/2024,$561.09,9522445,$551.86,$561.43,$550.60
11/18/2024,$554.40,14346720,$557.04,$559.90,$550.09
11/15/2024,$554.08,17712860,$571.22,$572.57,$551.50
11/14/2024,$577.16,11053740,$577.00,$580.76,$573.01
11/13/2024,$580.00,10757580,$582.605,$585.64,$575.17
11/12/2024,$584.82,16287720,$588.545,$599.66,$580.38
11/11/2024,$583.17,10209050,$586.36,$587.00,$576.51
11/08/2024,$589.34,9415699,$591.54,$593.10,$584.52
11/07/2024,$591.70,14653710,$576.89,$594.7999,$575.21
11/06/2024,$572.05,18305430,$562.75,$573.00,$555.1679
11/05/2024,$572.43,9775379,$567.305,$573.48,$566.67
11/04/2024,$560.68,12064600,$564.10,$568.69,$557.89
11/01/2024,$567.16,15303240,$567.605,$573.67,$562.56
10/31/2024,$567.58,26838400,$585.00,$589.90,$563.01
10/30/2024,$591.80,26864930,$600.98,$601.20,$589.38
10/29/2024,$593.28,13019090,$580.145,$593.67,$575.398
10/28/2024,$578.16,10925130,$582.00,$583.7499,$574.12
10/25/2024,$573.25,11337870,$573.935,$581.29,$571.72
10/24/2024,$567.78,7184651,$567.125,$568.8799,$561.52
10/23/2024,$563.69,14248420,$579.97,$585.00,$562.50
10/22/2024,$582.01,8544463,$574.29,$583.53,$572.12
10/21/2024,$575.16,8171879,$576.03,$577.2399,$569.11
